2595,60658.89999999828
3831,15636.800000000181
5099,16502.40000000016
5121,21021.299999999872
5178,22240.899999999834
5203,16899.200000000274
5238,16043.600000000264
5441,60658.89999999828
5803,7793.100000000061
6090,22104.399999999845
6848,16845.000000000153
7097,15636.800000000181
7322,37010.699999999044
7726,17625.300000000163
7750,25064.999999999447
7801,16845.000000000153
8024,15636.800000000181
8025,15636.800000000181
8110,18068.100000000115
8490,20587.69999999993
8505,7016.400000000044
8700,7692.00000000006
9518,12575.100000000144
9657,31342.69999999924
9668,21703.79999999985
9704,29363.499999998872
9782,1177.8000000000002
9783,21703.79999999985
10452,21021.299999999872
10962,7793.100000000061
11174,17293.700000000154
11708,20541.299999999967
11943,10737.60000000013
12048,16043.600000000264
12192,31342.69999999924
12318,504.50000000000034
12343,29363.499999998872
12627,7016.400000000044
12937,4500.29999999999
12940,21021.299999999872
13050,20587.69999999993
13394,15636.800000000181
13808,20587.69999999993
14287,6619.50000000004
14290,20541.299999999967
14314,4099.299999999977
14322,37010.699999999044
14377,7626.6000000000395
14468,37010.699999999044
14991,31342.69999999924
15220,60658.89999999828
15338,1177.8000000000002
15341,21234.299999999952
15385,7626.6000000000395
15396,37010.699999999044
15711,7810.200000000036
15729,4975.5000000000055
16326,15636.800000000181
16338,15636.800000000181
16421,60658.89999999828
16458,7793.100000000061
16580,31342.69999999924
16595,7626.6000000000395
16821,31342.69999999924
16974,14356.000000000251
17037,31342.69999999924
17092,22240.899999999834
17693,15176.200000000228
17747,15636.800000000181
18127,31342.69999999924
18195,5973.300000000025
18590,7626.700000000064
18728,22104.399999999845
18764,7626.6000000000395
19159,21703.79999999985
19169,16043.600000000264
19282,7016.400000000044
19601,12594.900000000225
19812,16845.000000000153
20299,31342.69999999924
20300,31342.69999999924
20611,7626.6000000000395
20717,15636.800000000181
20724,20541.299999999967
20734,15636.800000000181
20755,15636.800000000181
20853,15636.800000000181
21293,20541.299999999967
21456,16899.200000000274
21644,21703.79999999985
21794,22104.399999999845
22911,20587.69999999993
23135,3562.4999999999895
23686,21234.299999999952
24143,16845.000000000153
24285,7793.100000000061
25235,20587.69999999993
25406,16845.000000000153
25696,29363.499999998872
26012,18068.100000000115
26362,60658.89999999828
26520,15636.800000000181
26559,31342.69999999924
26785,7793.100000000061
26933,31342.69999999924
26969,16845.000000000153
27385,31342.69999999924
27531,7793.100000000061
27644,21703.79999999985
27659,7793.100000000061
27759,6619.50000000004
27883,31342.69999999924
28321,7016.400000000044
28907,17423.000000000124
29013,21021.299999999872
29455,21703.79999999985
29628,15636.800000000181
29683,31342.69999999924
31130,22240.899999999834
31902,6637.500000000036
31994,15636.800000000181
32023,20587.69999999993
32037,15636.800000000181
32100,4099.299999999977
32289,16845.000000000153
32329,31342.69999999924
32331,18068.100000000115
32363,803.4000000000003
32965,20587.69999999993
32969,4931.699999999998
33009,7626.6000000000395
33223,7626.6000000000395
34760,15636.800000000181
36121,6734.70000000005
36133,7626.6000000000395
36442,6734.70000000005
36647,14356.000000000251
36703,21234.299999999952
36934,7626.6000000000395
37042,6506.400000000029
38638,17423.000000000124
38663,18068.100000000115
39267,7810.200000000036
39282,16845.000000000153
39572,22240.899999999834
39586,7618.400000000083
39593,3850.5999999999804
39704,21021.299999999872
40039,12594.900000000225
40453,18320.30000000006
41348,7793.100000000061
41513,21703.79999999985
42580,15636.800000000181
42729,3562.4999999999895
42882,5977.300000000048
43726,19334.90000000003
43957,4646.799999999994
44096,15176.200000000228
44161,7626.6000000000395
44212,31342.69999999924
44229,15636.800000000181
44288,22104.399999999845
44472,31342.69999999924
44506,29363.499999998872
45393,22104.399999999845
45542,17579.3000000002
45556,15636.800000000181
45910,6375.3000000000575
45935,23796.699999999644
45936,4694.199999999999
45940,16845.000000000153
46544,18068.100000000115
46723,21021.299999999872
46911,15636.800000000181
47199,7810.200000000036
47362,21021.299999999872
47370,22104.399999999845
48719,16043.600000000264
50447,7793.100000000061
51438,7810.200000000036
51572,6506.400000000029
51850,5061.600000000001
53137,22240.899999999834
53196,20541.299999999967
53469,2033.7999999999915
53470,6375.3000000000575
53477,2033.7999999999915
54453,22240.899999999834
54466,29363.499999998872
54508,15636.800000000181
54544,29363.499999998872
54626,15176.200000000228
54860,25064.999999999447
55467,4931.699999999998
55498,20587.69999999993
55668,31342.69999999924
55959,16845.000000000153
55982,15636.800000000181
56467,31342.69999999924
56859,29363.499999998872
57166,8754.600000000093
57297,18068.100000000115
57468,31342.69999999924
57618,22240.899999999834
57740,31342.69999999924
57754,37010.699999999044
57874,29363.499999998872
58059,21703.79999999985
58062,3149.299999999985
58467,7810.200000000036
59014,31342.69999999924
59121,6375.3000000000575
59855,16502.40000000016
60164,21234.299999999952
60457,31342.69999999924
60611,25064.999999999447
60666,29363.499999998872
60673,29363.499999998872
60680,31342.69999999924
60794,16899.200000000274
60948,23796.699999999644
61167,16043.600000000264
61406,29363.499999998872
61492,16043.600000000264
61509,16502.40000000016
62427,31342.69999999924
62430,20262.399999999958
62452,4264.399999999972
62461,4264.399999999972
62465,31342.69999999924
62787,4264.399999999972
62891,31342.69999999924
62903,37010.699999999044
62925,7234.000000000036
63299,16845.000000000153
63320,4264.399999999972
63360,8023.000000000087
63546,10737.60000000013
63573,7793.100000000061
63588,2443.899999999988
63610,5577.400000000016
63657,21021.299999999872
63693,31342.69999999924
63719,21021.299999999872
63913,7692.00000000006
64000,16845.000000000153
64015,31342.69999999924
64107,17625.300000000163
