,lower_latitude,upper_latitude,mean_latitude,lower_longitude,upper_longitude,mean_longitude,box,crime_score
627,40.731,40.739,40.735,-73.889,-73.878,-73.8835,"40.731,40.739,-73.889,-73.878",1439.8999999999996
628,40.731,40.739,40.735,-73.9,-73.889,-73.8945,"40.731,40.739,-73.9,-73.889",1153.400000000001
629,40.731,40.739,40.735,-73.911,-73.9,-73.9055,"40.731,40.739,-73.911,-73.9",521.6000000000005
630,40.731,40.739,40.735,-73.922,-73.911,-73.9165,"40.731,40.739,-73.922,-73.911",773.6000000000008
631,40.731,40.739,40.735,-73.933,-73.922,-73.92750000000001,"40.731,40.739,-73.933,-73.922",473.90000000000026
632,40.731,40.739,40.735,-73.945,-73.933,-73.939,"40.731,40.739,-73.945,-73.933",653.9000000000003
633,40.731,40.739,40.735,-73.956,-73.945,-73.9505,"40.731,40.739,-73.956,-73.945",1407.6
634,40.731,40.739,40.735,-73.967,-73.956,-73.9615,"40.731,40.739,-73.967,-73.956",963.5000000000011
635,40.731,40.739,40.735,-73.978,-73.967,-73.9725,"40.731,40.739,-73.978,-73.967",1078.7000000000005
636,40.731,40.739,40.735,-73.989,-73.978,-73.98349999999999,"40.731,40.739,-73.989,-73.978",9739.30000000009
637,40.731,40.739,40.735,-74.0,-73.989,-73.9945,"40.731,40.739,-74.0,-73.989",16092.700000000123
638,40.731,40.739,40.735,-74.011,-74.0,-74.0055,"40.731,40.739,-74.011,-74.0",8904.200000000055
639,40.739,40.747,40.742999999999995,-73.712,-73.701,-73.7065,"40.739,40.747,-73.712,-73.701",323.6
640,40.739,40.747,40.742999999999995,-73.723,-73.712,-73.7175,"40.739,40.747,-73.723,-73.712",564.5000000000002
641,40.739,40.747,40.742999999999995,-73.734,-73.723,-73.7285,"40.739,40.747,-73.734,-73.723",444.30000000000007
642,40.739,40.747,40.742999999999995,-73.745,-73.734,-73.73949999999999,"40.739,40.747,-73.745,-73.734",59.50000000000001
643,40.739,40.747,40.742999999999995,-73.756,-73.745,-73.7505,"40.739,40.747,-73.756,-73.745",503.3000000000002
644,40.739,40.747,40.742999999999995,-73.767,-73.756,-73.7615,"40.739,40.747,-73.767,-73.756",587.8000000000004
645,40.739,40.747,40.742999999999995,-73.778,-73.767,-73.77250000000001,"40.739,40.747,-73.778,-73.767",247.79999999999995
646,40.739,40.747,40.742999999999995,-73.789,-73.778,-73.7835,"40.739,40.747,-73.789,-73.778",898.1000000000005
647,40.739,40.747,40.742999999999995,-73.8,-73.789,-73.7945,"40.739,40.747,-73.8,-73.789",410.7000000000001
648,40.739,40.747,40.742999999999995,-73.811,-73.8,-73.8055,"40.739,40.747,-73.811,-73.8",378.60000000000014
649,40.739,40.747,40.742999999999995,-73.823,-73.811,-73.81700000000001,"40.739,40.747,-73.823,-73.811",800.8000000000004
650,40.739,40.747,40.742999999999995,-73.834,-73.823,-73.82849999999999,"40.739,40.747,-73.834,-73.823",1163.3000000000002
651,40.739,40.747,40.742999999999995,-73.845,-73.834,-73.8395,"40.739,40.747,-73.845,-73.834",180.7
652,40.739,40.747,40.742999999999995,-73.856,-73.845,-73.8505,"40.739,40.747,-73.856,-73.845",1595.6999999999987
653,40.739,40.747,40.742999999999995,-73.867,-73.856,-73.8615,"40.739,40.747,-73.867,-73.856",3087.499999999991
654,40.739,40.747,40.742999999999995,-73.878,-73.867,-73.8725,"40.739,40.747,-73.878,-73.867",3593.6999999999884
655,40.739,40.747,40.742999999999995,-73.889,-73.878,-73.8835,"40.739,40.747,-73.889,-73.878",3963.3999999999887
656,40.739,40.747,40.742999999999995,-73.9,-73.889,-73.8945,"40.739,40.747,-73.9,-73.889",3959.2999999999856
657,40.739,40.747,40.742999999999995,-73.911,-73.9,-73.9055,"40.739,40.747,-73.911,-73.9",2616.6999999999925
658,40.739,40.747,40.742999999999995,-73.922,-73.911,-73.9165,"40.739,40.747,-73.922,-73.911",3587.6999999999825
659,40.739,40.747,40.742999999999995,-73.933,-73.922,-73.92750000000001,"40.739,40.747,-73.933,-73.922",2298.099999999992
660,40.739,40.747,40.742999999999995,-73.945,-73.933,-73.939,"40.739,40.747,-73.945,-73.933",904.100000000001
661,40.739,40.747,40.742999999999995,-73.956,-73.945,-73.9505,"40.739,40.747,-73.956,-73.945",1721.0999999999954
662,40.739,40.747,40.742999999999995,-73.967,-73.956,-73.9615,"40.739,40.747,-73.967,-73.956",648.1000000000007
663,40.739,40.747,40.742999999999995,-73.978,-73.967,-73.9725,"40.739,40.747,-73.978,-73.967",3801.1999999999866
664,40.739,40.747,40.742999999999995,-73.989,-73.978,-73.98349999999999,"40.739,40.747,-73.989,-73.978",11608.500000000107
665,40.739,40.747,40.742999999999995,-74.0,-73.989,-73.9945,"40.739,40.747,-74.0,-73.989",13434.800000000121
666,40.739,40.747,40.742999999999995,-74.011,-74.0,-74.0055,"40.739,40.747,-74.011,-74.0",10664.40000000007
667,40.747,40.755,40.751000000000005,-73.712,-73.701,-73.7065,"40.747,40.755,-73.712,-73.701",374.9000000000003
668,40.747,40.755,40.751000000000005,-73.723,-73.712,-73.7175,"40.747,40.755,-73.723,-73.712",562.1000000000005
669,40.747,40.755,40.751000000000005,-73.734,-73.723,-73.7285,"40.747,40.755,-73.734,-73.723",288.19999999999993
670,40.747,40.755,40.751000000000005,-73.745,-73.734,-73.73949999999999,"40.747,40.755,-73.745,-73.734",281.9
671,40.747,40.755,40.751000000000005,-73.756,-73.745,-73.7505,"40.747,40.755,-73.756,-73.745",565.5000000000002
672,40.747,40.755,40.751000000000005,-73.767,-73.756,-73.7615,"40.747,40.755,-73.767,-73.756",641.0000000000005
673,40.747,40.755,40.751000000000005,-73.778,-73.767,-73.77250000000001,"40.747,40.755,-73.778,-73.767",552.7000000000004
674,40.747,40.755,40.751000000000005,-73.789,-73.778,-73.7835,"40.747,40.755,-73.789,-73.778",733.8000000000004
675,40.747,40.755,40.751000000000005,-73.8,-73.789,-73.7945,"40.747,40.755,-73.8,-73.789",444.70000000000016
676,40.747,40.755,40.751000000000005,-73.811,-73.8,-73.8055,"40.747,40.755,-73.811,-73.8",534.0000000000005
677,40.747,40.755,40.751000000000005,-73.823,-73.811,-73.81700000000001,"40.747,40.755,-73.823,-73.811",1715.9999999999973
678,40.747,40.755,40.751000000000005,-73.834,-73.823,-73.82849999999999,"40.747,40.755,-73.834,-73.823",2533.299999999994
679,40.747,40.755,40.751000000000005,-73.845,-73.834,-73.8395,"40.747,40.755,-73.845,-73.834",1055.0000000000005
680,40.747,40.755,40.751000000000005,-73.856,-73.845,-73.8505,"40.747,40.755,-73.856,-73.845",1435.499999999999
681,40.747,40.755,40.751000000000005,-73.867,-73.856,-73.8615,"40.747,40.755,-73.867,-73.856",6534.400000000035
682,40.747,40.755,40.751000000000005,-73.878,-73.867,-73.8725,"40.747,40.755,-73.878,-73.867",7599.700000000043
683,40.747,40.755,40.751000000000005,-73.889,-73.878,-73.8835,"40.747,40.755,-73.889,-73.878",7222.800000000045
684,40.747,40.755,40.751000000000005,-73.9,-73.889,-73.8945,"40.747,40.755,-73.9,-73.889",3636.3999999999864
685,40.747,40.755,40.751000000000005,-73.911,-73.9,-73.9055,"40.747,40.755,-73.911,-73.9",2664.399999999991
686,40.747,40.755,40.751000000000005,-73.922,-73.911,-73.9165,"40.747,40.755,-73.922,-73.911",1919.9999999999964
687,40.747,40.755,40.751000000000005,-73.933,-73.922,-73.92750000000001,"40.747,40.755,-73.933,-73.922",1483.499999999999
688,40.747,40.755,40.751000000000005,-73.945,-73.933,-73.939,"40.747,40.755,-73.945,-73.933",2489.6999999999925
689,40.747,40.755,40.751000000000005,-73.956,-73.945,-73.9505,"40.747,40.755,-73.956,-73.945",1894.4999999999952
690,40.747,40.755,40.751000000000005,-73.967,-73.956,-73.9615,"40.747,40.755,-73.967,-73.956",302.0
691,40.747,40.755,40.751000000000005,-73.978,-73.967,-73.9725,"40.747,40.755,-73.978,-73.967",6671.200000000037
692,40.747,40.755,40.751000000000005,-73.989,-73.978,-73.98349999999999,"40.747,40.755,-73.989,-73.978",14621.700000000104
693,40.747,40.755,40.751000000000005,-74.0,-73.989,-73.9945,"40.747,40.755,-74.0,-73.989",21276.999999999985
694,40.747,40.755,40.751000000000005,-74.011,-74.0,-74.0055,"40.747,40.755,-74.011,-74.0",3369.5999999999913
695,40.755,40.764,40.7595,-73.723,-73.712,-73.7175,"40.755,40.764,-73.723,-73.712",298.3999999999999
696,40.755,40.764,40.7595,-73.734,-73.723,-73.7285,"40.755,40.764,-73.734,-73.723",526.5000000000003
697,40.755,40.764,40.7595,-73.745,-73.734,-73.73949999999999,"40.755,40.764,-73.745,-73.734",523.7000000000003
698,40.755,40.764,40.7595,-73.756,-73.745,-73.7505,"40.755,40.764,-73.756,-73.745",72.0
699,40.755,40.764,40.7595,-73.767,-73.756,-73.7615,"40.755,40.764,-73.767,-73.756",685.8000000000004
700,40.755,40.764,40.7595,-73.778,-73.767,-73.77250000000001,"40.755,40.764,-73.778,-73.767",1814.699999999998
701,40.755,40.764,40.7595,-73.789,-73.778,-73.7835,"40.755,40.764,-73.789,-73.778",779.7000000000005
702,40.755,40.764,40.7595,-73.8,-73.789,-73.7945,"40.755,40.764,-73.8,-73.789",896.0000000000011
703,40.755,40.764,40.7595,-73.811,-73.8,-73.8055,"40.755,40.764,-73.811,-73.8",1481.7999999999993
704,40.755,40.764,40.7595,-73.823,-73.811,-73.81700000000001,"40.755,40.764,-73.823,-73.811",2051.499999999995
705,40.755,40.764,40.7595,-73.834,-73.823,-73.82849999999999,"40.755,40.764,-73.834,-73.823",7214.7000000000535
706,40.755,40.764,40.7595,-73.845,-73.834,-73.8395,"40.755,40.764,-73.845,-73.834",1631.4999999999984
707,40.755,40.764,40.7595,-73.856,-73.845,-73.8505,"40.755,40.764,-73.856,-73.845",277.80000000000007
708,40.755,40.764,40.7595,-73.867,-73.856,-73.8615,"40.755,40.764,-73.867,-73.856",2816.3999999999937
709,40.755,40.764,40.7595,-73.878,-73.867,-73.8725,"40.755,40.764,-73.878,-73.867",4622.999999999998
710,40.755,40.764,40.7595,-73.889,-73.878,-73.8835,"40.755,40.764,-73.889,-73.878",3531.099999999992
711,40.755,40.764,40.7595,-73.9,-73.889,-73.8945,"40.755,40.764,-73.9,-73.889",1776.299999999998
712,40.755,40.764,40.7595,-73.911,-73.9,-73.9055,"40.755,40.764,-73.911,-73.9",1967.9999999999932
713,40.755,40.764,40.7595,-73.922,-73.911,-73.9165,"40.755,40.764,-73.922,-73.911",4396.199999999984
714,40.755,40.764,40.7595,-73.933,-73.922,-73.92750000000001,"40.755,40.764,-73.933,-73.922",3292.3999999999874
715,40.755,40.764,40.7595,-73.945,-73.933,-73.939,"40.755,40.764,-73.945,-73.933",3085.6999999999853
716,40.755,40.764,40.7595,-73.956,-73.945,-73.9505,"40.755,40.764,-73.956,-73.945",1370.5
717,40.755,40.764,40.7595,-73.967,-73.956,-73.9615,"40.755,40.764,-73.967,-73.956",5773.000000000007
718,40.755,40.764,40.7595,-73.978,-73.967,-73.9725,"40.755,40.764,-73.978,-73.967",12642.9000000001
719,40.755,40.764,40.7595,-73.989,-73.978,-73.98349999999999,"40.755,40.764,-73.989,-73.978",20908.699999999968
720,40.755,40.764,40.7595,-74.0,-73.989,-73.9945,"40.755,40.764,-74.0,-73.989",13379.500000000144
721,40.755,40.764,40.7595,-74.011,-74.0,-74.0055,"40.755,40.764,-74.011,-74.0",559.8000000000002
722,40.764,40.772,40.768,-73.723,-73.712,-73.7175,"40.764,40.772,-73.723,-73.712",5.0
723,40.764,40.772,40.768,-73.734,-73.723,-73.7285,"40.764,40.772,-73.734,-73.723",194.5
724,40.764,40.772,40.768,-73.745,-73.734,-73.73949999999999,"40.764,40.772,-73.745,-73.734",426.40000000000043
725,40.764,40.772,40.768,-73.756,-73.745,-73.7505,"40.764,40.772,-73.756,-73.745",165.29999999999998
726,40.764,40.772,40.768,-73.767,-73.756,-73.7615,"40.764,40.772,-73.767,-73.756",228.49999999999997
727,40.764,40.772,40.768,-73.778,-73.767,-73.77250000000001,"40.764,40.772,-73.778,-73.767",937.9000000000009
728,40.764,40.772,40.768,-73.789,-73.778,-73.7835,"40.764,40.772,-73.789,-73.778",607.6000000000006
729,40.764,40.772,40.768,-73.8,-73.789,-73.7945,"40.764,40.772,-73.8,-73.789",578.4000000000003
730,40.764,40.772,40.768,-73.811,-73.8,-73.8055,"40.764,40.772,-73.811,-73.8",566.7000000000003
731,40.764,40.772,40.768,-73.823,-73.811,-73.81700000000001,"40.764,40.772,-73.823,-73.811",1414.0
732,40.764,40.772,40.768,-73.834,-73.823,-73.82849999999999,"40.764,40.772,-73.834,-73.823",2314.2999999999934
733,40.764,40.772,40.768,-73.845,-73.834,-73.8395,"40.764,40.772,-73.845,-73.834",616.8000000000002
734,40.764,40.772,40.768,-73.856,-73.845,-73.8505,"40.764,40.772,-73.856,-73.845",48.1
735,40.764,40.772,40.768,-73.867,-73.856,-73.8615,"40.764,40.772,-73.867,-73.856",301.20000000000005
736,40.764,40.772,40.768,-73.878,-73.867,-73.8725,"40.764,40.772,-73.878,-73.867",1801.199999999996
737,40.764,40.772,40.768,-73.889,-73.878,-73.8835,"40.764,40.772,-73.889,-73.878",902.9000000000008
738,40.764,40.772,40.768,-73.9,-73.889,-73.8945,"40.764,40.772,-73.9,-73.889",1051.9000000000012
739,40.764,40.772,40.768,-73.911,-73.9,-73.9055,"40.764,40.772,-73.911,-73.9",1854.5999999999967
740,40.764,40.772,40.768,-73.922,-73.911,-73.9165,"40.764,40.772,-73.922,-73.911",4339.799999999987
741,40.764,40.772,40.768,-73.933,-73.922,-73.92750000000001,"40.764,40.772,-73.933,-73.922",2977.099999999989
742,40.764,40.772,40.768,-73.945,-73.933,-73.939,"40.764,40.772,-73.945,-73.933",854.4000000000011
743,40.764,40.772,40.768,-73.956,-73.945,-73.9505,"40.764,40.772,-73.956,-73.945",2526.1999999999953
744,40.764,40.772,40.768,-73.967,-73.956,-73.9615,"40.764,40.772,-73.967,-73.956",5542.800000000001
745,40.764,40.772,40.768,-73.978,-73.967,-73.9725,"40.764,40.772,-73.978,-73.967",4682.299999999996
746,40.764,40.772,40.768,-73.989,-73.978,-73.98349999999999,"40.764,40.772,-73.989,-73.978",9932.300000000112
747,40.764,40.772,40.768,-74.0,-73.989,-73.9945,"40.764,40.772,-74.0,-73.989",3969.399999999981
748,40.772,40.78,40.775999999999996,-73.745,-73.734,-73.73949999999999,"40.772,40.78,-73.745,-73.734",176.69999999999993
749,40.772,40.78,40.775999999999996,-73.756,-73.745,-73.7505,"40.772,40.78,-73.756,-73.745",105.09999999999997
750,40.772,40.78,40.775999999999996,-73.778,-73.767,-73.77250000000001,"40.772,40.78,-73.778,-73.767",403.5000000000001
751,40.772,40.78,40.775999999999996,-73.789,-73.778,-73.7835,"40.772,40.78,-73.789,-73.778",412.10000000000025
752,40.772,40.78,40.775999999999996,-73.8,-73.789,-73.7945,"40.772,40.78,-73.8,-73.789",564.5000000000008
753,40.772,40.78,40.775999999999996,-73.811,-73.8,-73.8055,"40.772,40.78,-73.811,-73.8",439.0000000000001
754,40.772,40.78,40.775999999999996,-73.823,-73.811,-73.81700000000001,"40.772,40.78,-73.823,-73.811",537.5000000000006
755,40.772,40.78,40.775999999999996,-73.834,-73.823,-73.82849999999999,"40.772,40.78,-73.834,-73.823",532.0000000000003
756,40.772,40.78,40.775999999999996,-73.845,-73.834,-73.8395,"40.772,40.78,-73.845,-73.834",299.3999999999999
757,40.772,40.78,40.775999999999996,-73.856,-73.845,-73.8505,"40.772,40.78,-73.856,-73.845",388.3000000000002
758,40.772,40.78,40.775999999999996,-73.878,-73.867,-73.8725,"40.772,40.78,-73.878,-73.867",148.0
759,40.772,40.78,40.775999999999996,-73.9,-73.889,-73.8945,"40.772,40.78,-73.9,-73.889",359.2
760,40.772,40.78,40.775999999999996,-73.911,-73.9,-73.9055,"40.772,40.78,-73.911,-73.9",1798.999999999994
761,40.772,40.78,40.775999999999996,-73.922,-73.911,-73.9165,"40.772,40.78,-73.922,-73.911",2128.6999999999953
762,40.772,40.78,40.775999999999996,-73.933,-73.922,-73.92750000000001,"40.772,40.78,-73.933,-73.922",1781.8999999999965
763,40.772,40.78,40.775999999999996,-73.945,-73.933,-73.939,"40.772,40.78,-73.945,-73.933",1187.0000000000007
764,40.772,40.78,40.775999999999996,-73.956,-73.945,-73.9505,"40.772,40.78,-73.956,-73.945",7608.400000000031
765,40.772,40.78,40.775999999999996,-73.967,-73.956,-73.9615,"40.772,40.78,-73.967,-73.956",4224.4999999999945
766,40.772,40.78,40.775999999999996,-73.978,-73.967,-73.9725,"40.772,40.78,-73.978,-73.967",1017.6000000000012
767,40.772,40.78,40.775999999999996,-73.989,-73.978,-73.98349999999999,"40.772,40.78,-73.989,-73.978",6998.200000000068
768,40.772,40.78,40.775999999999996,-74.0,-73.989,-73.9945,"40.772,40.78,-74.0,-73.989",180.39999999999992
769,40.78,40.789,40.7845,-73.756,-73.745,-73.7505,"40.78,40.789,-73.756,-73.745",5.0
770,40.78,40.789,40.7845,-73.778,-73.767,-73.77250000000001,"40.78,40.789,-73.778,-73.767",333.4
771,40.78,40.789,40.7845,-73.789,-73.778,-73.7835,"40.78,40.789,-73.789,-73.778",372.5
772,40.78,40.789,40.7845,-73.8,-73.789,-73.7945,"40.78,40.789,-73.8,-73.789",340.70000000000005
773,40.78,40.789,40.7845,-73.811,-73.8,-73.8055,"40.78,40.789,-73.811,-73.8",539.1000000000006
774,40.78,40.789,40.7845,-73.823,-73.811,-73.81700000000001,"40.78,40.789,-73.823,-73.811",586.3000000000006
775,40.78,40.789,40.7845,-73.834,-73.823,-73.82849999999999,"40.78,40.789,-73.834,-73.823",511.5000000000001
776,40.78,40.789,40.7845,-73.845,-73.834,-73.8395,"40.78,40.789,-73.845,-73.834",1358.9999999999995
777,40.78,40.789,40.7845,-73.856,-73.845,-73.8505,"40.78,40.789,-73.856,-73.845",857.9000000000015
778,40.78,40.789,40.7845,-73.867,-73.856,-73.8615,"40.78,40.789,-73.867,-73.856",28.5
779,40.78,40.789,40.7845,-73.911,-73.9,-73.9055,"40.78,40.789,-73.911,-73.9",192.09999999999997
780,40.78,40.789,40.7845,-73.922,-73.911,-73.9165,"40.78,40.789,-73.922,-73.911",806.5000000000011
781,40.78,40.789,40.7845,-73.933,-73.922,-73.92750000000001,"40.78,40.789,-73.933,-73.922",1499.1999999999994
782,40.78,40.789,40.7845,-73.945,-73.933,-73.939,"40.78,40.789,-73.945,-73.933",2831.499999999991
783,40.78,40.789,40.7845,-73.956,-73.945,-73.9505,"40.78,40.789,-73.956,-73.945",6924.700000000043
784,40.78,40.789,40.7845,-73.967,-73.956,-73.9615,"40.78,40.789,-73.967,-73.956",1280.8999999999996
785,40.78,40.789,40.7845,-73.978,-73.967,-73.9725,"40.78,40.789,-73.978,-73.967",4306.49999999999
786,40.78,40.789,40.7845,-73.989,-73.978,-73.98349999999999,"40.78,40.789,-73.989,-73.978",3236.8999999999896
787,40.789,40.797,40.793,-73.778,-73.767,-73.77250000000001,"40.789,40.797,-73.778,-73.767",12.0
788,40.789,40.797,40.793,-73.789,-73.778,-73.7835,"40.789,40.797,-73.789,-73.778",40.800000000000004
789,40.789,40.797,40.793,-73.8,-73.789,-73.7945,"40.789,40.797,-73.8,-73.789",237.19999999999993
790,40.789,40.797,40.793,-73.811,-73.8,-73.8055,"40.789,40.797,-73.811,-73.8",287.29999999999984
791,40.789,40.797,40.793,-73.823,-73.811,-73.81700000000001,"40.789,40.797,-73.823,-73.811",492.5000000000003
792,40.789,40.797,40.793,-73.834,-73.823,-73.82849999999999,"40.789,40.797,-73.834,-73.823",111.59999999999994
793,40.789,40.797,40.793,-73.845,-73.834,-73.8395,"40.789,40.797,-73.845,-73.834",354.0
794,40.789,40.797,40.793,-73.856,-73.845,-73.8505,"40.789,40.797,-73.856,-73.845",431.30000000000035
795,40.789,40.797,40.793,-73.889,-73.878,-73.8835,"40.789,40.797,-73.889,-73.878",10473.800000000003
796,40.789,40.797,40.793,-73.922,-73.911,-73.9165,"40.789,40.797,-73.922,-73.911",45.2
797,40.789,40.797,40.793,-73.933,-73.922,-73.92750000000001,"40.789,40.797,-73.933,-73.922",1069.3000000000002
798,40.789,40.797,40.793,-73.945,-73.933,-73.939,"40.789,40.797,-73.945,-73.933",9948.300000000147
799,40.789,40.797,40.793,-73.956,-73.945,-73.9505,"40.789,40.797,-73.956,-73.945",8236.400000000083
800,40.789,40.797,40.793,-73.967,-73.956,-73.9615,"40.789,40.797,-73.967,-73.956",2743.9999999999895
801,40.789,40.797,40.793,-73.978,-73.967,-73.9725,"40.789,40.797,-73.978,-73.967",7750.800000000077
802,40.789,40.797,40.793,-73.989,-73.978,-73.98349999999999,"40.789,40.797,-73.989,-73.978",504.50000000000034
803,40.797,40.805,40.801,-73.823,-73.811,-73.81700000000001,"40.797,40.805,-73.823,-73.811",68.0
804,40.797,40.805,40.801,-73.834,-73.823,-73.82849999999999,"40.797,40.805,-73.834,-73.823",17.1
805,40.797,40.805,40.801,-73.856,-73.845,-73.8505,"40.797,40.805,-73.856,-73.845",4.0
806,40.797,40.805,40.801,-73.878,-73.867,-73.8725,"40.797,40.805,-73.878,-73.867",107.8
807,40.797,40.805,40.801,-73.889,-73.878,-73.8835,"40.797,40.805,-73.889,-73.878",241.1
808,40.797,40.805,40.801,-73.911,-73.9,-73.9055,"40.797,40.805,-73.911,-73.9",297.80000000000007
809,40.797,40.805,40.801,-73.922,-73.911,-73.9165,"40.797,40.805,-73.922,-73.911",1162.4
810,40.797,40.805,40.801,-73.933,-73.922,-73.92750000000001,"40.797,40.805,-73.933,-73.922",2067.5999999999945
811,40.797,40.805,40.801,-73.945,-73.933,-73.939,"40.797,40.805,-73.945,-73.933",16302.600000000219
812,40.797,40.805,40.801,-73.956,-73.945,-73.9505,"40.797,40.805,-73.956,-73.945",11266.900000000169
813,40.797,40.805,40.801,-73.967,-73.956,-73.9615,"40.797,40.805,-73.967,-73.956",5872.700000000019
814,40.797,40.805,40.801,-73.978,-73.967,-73.9725,"40.797,40.805,-73.978,-73.967",4046.19999999998
815,40.805,40.813,40.809,-73.811,-73.8,-73.8055,"40.805,40.813,-73.811,-73.8",76.0
816,40.805,40.813,40.809,-73.834,-73.823,-73.82849999999999,"40.805,40.813,-73.834,-73.823",62.7
817,40.805,40.813,40.809,-73.856,-73.845,-73.8505,"40.805,40.813,-73.856,-73.845",695.5000000000007
818,40.805,40.813,40.809,-73.867,-73.856,-73.8615,"40.805,40.813,-73.867,-73.856",468.80000000000064
819,40.805,40.813,40.809,-73.878,-73.867,-73.8725,"40.805,40.813,-73.878,-73.867",5.0
820,40.805,40.813,40.809,-73.889,-73.878,-73.8835,"40.805,40.813,-73.889,-73.878",1438.8999999999992
821,40.805,40.813,40.809,-73.9,-73.889,-73.8945,"40.805,40.813,-73.9,-73.889",536.3000000000002
822,40.805,40.813,40.809,-73.911,-73.9,-73.9055,"40.805,40.813,-73.911,-73.9",4334.69999999999
823,40.805,40.813,40.809,-73.922,-73.911,-73.9165,"40.805,40.813,-73.922,-73.911",10858.200000000155
824,40.805,40.813,40.809,-73.933,-73.922,-73.92750000000001,"40.805,40.813,-73.933,-73.922",7165.500000000064
825,40.805,40.813,40.809,-73.945,-73.933,-73.939,"40.805,40.813,-73.945,-73.933",9942.300000000107
826,40.805,40.813,40.809,-73.956,-73.945,-73.9505,"40.805,40.813,-73.956,-73.945",13304.400000000194
827,40.805,40.813,40.809,-73.967,-73.956,-73.9615,"40.805,40.813,-73.967,-73.956",4263.599999999984
828,40.805,40.813,40.809,-73.978,-73.967,-73.9725,"40.805,40.813,-73.978,-73.967",140.99999999999991
829,40.813,40.822,40.8175,-73.8,-73.789,-73.7945,"40.813,40.822,-73.8,-73.789",0.1
830,40.813,40.822,40.8175,-73.811,-73.8,-73.8055,"40.813,40.822,-73.811,-73.8",373.8
831,40.813,40.822,40.8175,-73.823,-73.811,-73.81700000000001,"40.813,40.822,-73.823,-73.811",988.6000000000022
832,40.813,40.822,40.8175,-73.834,-73.823,-73.82849999999999,"40.813,40.822,-73.834,-73.823",975.3000000000018
833,40.813,40.822,40.8175,-73.845,-73.834,-73.8395,"40.813,40.822,-73.845,-73.834",346.7
834,40.813,40.822,40.8175,-73.856,-73.845,-73.8505,"40.813,40.822,-73.856,-73.845",3483.3999999999846
835,40.813,40.822,40.8175,-73.867,-73.856,-73.8615,"40.813,40.822,-73.867,-73.856",3387.599999999981
836,40.813,40.822,40.8175,-73.878,-73.867,-73.8725,"40.813,40.822,-73.878,-73.867",1963.2999999999943
837,40.813,40.822,40.8175,-73.889,-73.878,-73.8835,"40.813,40.822,-73.889,-73.878",4140.299999999986
838,40.813,40.822,40.8175,-73.9,-73.889,-73.8945,"40.813,40.822,-73.9,-73.889",8425.4000000001
839,40.813,40.822,40.8175,-73.911,-73.9,-73.9055,"40.813,40.822,-73.911,-73.9",9604.00000000012
840,40.813,40.822,40.8175,-73.922,-73.911,-73.9165,"40.813,40.822,-73.922,-73.911",14050.400000000152
841,40.813,40.822,40.8175,-73.933,-73.922,-73.92750000000001,"40.813,40.822,-73.933,-73.922",4453.0999999999885
842,40.813,40.822,40.8175,-73.945,-73.933,-73.939,"40.813,40.822,-73.945,-73.933",9838.000000000126
843,40.813,40.822,40.8175,-73.956,-73.945,-73.9505,"40.813,40.822,-73.956,-73.945",7471.10000000008
844,40.813,40.822,40.8175,-73.967,-73.956,-73.9615,"40.813,40.822,-73.967,-73.956",3497.9999999999836
845,40.822,40.83,40.826,-73.811,-73.8,-73.8055,"40.822,40.83,-73.811,-73.8",81.0
846,40.822,40.83,40.826,-73.823,-73.811,-73.81700000000001,"40.822,40.83,-73.823,-73.811",1040.6000000000017
847,40.822,40.83,40.826,-73.834,-73.823,-73.82849999999999,"40.822,40.83,-73.834,-73.823",1186.100000000001
848,40.822,40.83,40.826,-73.845,-73.834,-73.8395,"40.822,40.83,-73.845,-73.834",680.5000000000002
849,40.822,40.83,40.826,-73.856,-73.845,-73.8505,"40.822,40.83,-73.856,-73.845",2374.599999999993
850,40.822,40.83,40.826,-73.867,-73.856,-73.8615,"40.822,40.83,-73.867,-73.856",4713.899999999996
851,40.822,40.83,40.826,-73.878,-73.867,-73.8725,"40.822,40.83,-73.878,-73.867",7384.600000000062
852,40.822,40.83,40.826,-73.889,-73.878,-73.8835,"40.822,40.83,-73.889,-73.878",6313.600000000031
853,40.822,40.83,40.826,-73.9,-73.889,-73.8945,"40.822,40.83,-73.9,-73.889",10534.500000000158
854,40.822,40.83,40.826,-73.911,-73.9,-73.9055,"40.822,40.83,-73.911,-73.9",7226.100000000086
855,40.822,40.83,40.826,-73.922,-73.911,-73.9165,"40.822,40.83,-73.922,-73.911",9146.500000000115
856,40.822,40.83,40.826,-73.933,-73.922,-73.92750000000001,"40.822,40.83,-73.933,-73.922",4650.299999999995
857,40.822,40.83,40.826,-73.945,-73.933,-73.939,"40.822,40.83,-73.945,-73.933",9881.000000000146
858,40.822,40.83,40.826,-73.956,-73.945,-73.9505,"40.822,40.83,-73.956,-73.945",9485.700000000128
859,40.822,40.83,40.826,-73.967,-73.956,-73.9615,"40.822,40.83,-73.967,-73.956",242.59999999999997
860,40.83,40.838,40.834,-73.789,-73.778,-73.7835,"40.83,40.838,-73.789,-73.778",23.0
861,40.83,40.838,40.834,-73.823,-73.811,-73.81700000000001,"40.83,40.838,-73.823,-73.811",478.90000000000066
862,40.83,40.838,40.834,-73.834,-73.823,-73.82849999999999,"40.83,40.838,-73.834,-73.823",1498.9999999999968
863,40.83,40.838,40.834,-73.845,-73.834,-73.8395,"40.83,40.838,-73.845,-73.834",586.3000000000003
