,lower_latitude,upper_latitude,mean_latitude,lower_longitude,upper_longitude,mean_longitude,box,crime_score
864,40.83,40.838,40.834,-73.856,-73.845,-73.8505,"40.83,40.838,-73.856,-73.845",4020.8999999999824
865,40.83,40.838,40.834,-73.867,-73.856,-73.8615,"40.83,40.838,-73.867,-73.856",5988.900000000018
866,40.83,40.838,40.834,-73.878,-73.867,-73.8725,"40.83,40.838,-73.878,-73.867",5760.60000000003
867,40.83,40.838,40.834,-73.889,-73.878,-73.8835,"40.83,40.838,-73.889,-73.878",4723.499999999991
868,40.83,40.838,40.834,-73.9,-73.889,-73.8945,"40.83,40.838,-73.9,-73.889",4660.999999999994
869,40.83,40.838,40.834,-73.911,-73.9,-73.9055,"40.83,40.838,-73.911,-73.9",10452.300000000138
870,40.83,40.838,40.834,-73.922,-73.911,-73.9165,"40.83,40.838,-73.922,-73.911",12054.400000000163
871,40.83,40.838,40.834,-73.933,-73.922,-73.92750000000001,"40.83,40.838,-73.933,-73.922",6004.900000000029
872,40.83,40.838,40.834,-73.945,-73.933,-73.939,"40.83,40.838,-73.945,-73.933",7184.600000000061
873,40.83,40.838,40.834,-73.956,-73.945,-73.9505,"40.83,40.838,-73.956,-73.945",2731.599999999991
874,40.838,40.846,40.842,-73.789,-73.778,-73.7835,"40.838,40.846,-73.789,-73.778",284.4999999999999
875,40.838,40.846,40.842,-73.8,-73.789,-73.7945,"40.838,40.846,-73.8,-73.789",1.0
876,40.838,40.846,40.842,-73.823,-73.811,-73.81700000000001,"40.838,40.846,-73.823,-73.811",477.7000000000003
877,40.838,40.846,40.842,-73.834,-73.823,-73.82849999999999,"40.838,40.846,-73.834,-73.823",1419.9999999999995
878,40.838,40.846,40.842,-73.845,-73.834,-73.8395,"40.838,40.846,-73.845,-73.834",2199.799999999992
879,40.838,40.846,40.842,-73.856,-73.845,-73.8505,"40.838,40.846,-73.856,-73.845",2691.99999999999
880,40.838,40.846,40.842,-73.867,-73.856,-73.8615,"40.838,40.846,-73.867,-73.856",4057.6999999999825
881,40.838,40.846,40.842,-73.878,-73.867,-73.8725,"40.838,40.846,-73.878,-73.867",3322.399999999987
882,40.838,40.846,40.842,-73.889,-73.878,-73.8835,"40.838,40.846,-73.889,-73.878",8682.500000000071
883,40.838,40.846,40.842,-73.9,-73.889,-73.8945,"40.838,40.846,-73.9,-73.889",4930.200000000002
884,40.838,40.846,40.842,-73.911,-73.9,-73.9055,"40.838,40.846,-73.911,-73.9",6285.700000000041
885,40.838,40.846,40.842,-73.922,-73.911,-73.9165,"40.838,40.846,-73.922,-73.911",10080.60000000009
886,40.838,40.846,40.842,-73.933,-73.922,-73.92750000000001,"40.838,40.846,-73.933,-73.922",3166.89999999999
887,40.838,40.846,40.842,-73.945,-73.933,-73.939,"40.838,40.846,-73.945,-73.933",7395.700000000055
888,40.838,40.846,40.842,-73.956,-73.945,-73.9505,"40.838,40.846,-73.956,-73.945",257.5
889,40.846,40.855,40.8505,-73.789,-73.778,-73.7835,"40.846,40.855,-73.789,-73.778",206.89999999999992
890,40.846,40.855,40.8505,-73.8,-73.789,-73.7945,"40.846,40.855,-73.8,-73.789",87.6
891,40.846,40.855,40.8505,-73.823,-73.811,-73.81700000000001,"40.846,40.855,-73.823,-73.811",104.89999999999995
892,40.846,40.855,40.8505,-73.834,-73.823,-73.82849999999999,"40.846,40.855,-73.834,-73.823",1361.2999999999993
893,40.846,40.855,40.8505,-73.845,-73.834,-73.8395,"40.846,40.855,-73.845,-73.834",537.0000000000003
894,40.846,40.855,40.8505,-73.856,-73.845,-73.8505,"40.846,40.855,-73.856,-73.845",1589.099999999998
895,40.846,40.855,40.8505,-73.867,-73.856,-73.8615,"40.846,40.855,-73.867,-73.856",2742.999999999991
896,40.846,40.855,40.8505,-73.878,-73.867,-73.8725,"40.846,40.855,-73.878,-73.867",1392.4999999999995
897,40.846,40.855,40.8505,-73.889,-73.878,-73.8835,"40.846,40.855,-73.889,-73.878",6306.50000000003
898,40.846,40.855,40.8505,-73.9,-73.889,-73.8945,"40.846,40.855,-73.9,-73.889",7896.600000000079
899,40.846,40.855,40.8505,-73.911,-73.9,-73.9055,"40.846,40.855,-73.911,-73.9",12787.500000000196
900,40.846,40.855,40.8505,-73.922,-73.911,-73.9165,"40.846,40.855,-73.922,-73.911",7587.400000000065
901,40.846,40.855,40.8505,-73.933,-73.922,-73.92750000000001,"40.846,40.855,-73.933,-73.922",5034.800000000006
902,40.846,40.855,40.8505,-73.945,-73.933,-73.939,"40.846,40.855,-73.945,-73.933",6034.100000000027
903,40.855,40.863,40.858999999999995,-73.8,-73.789,-73.7945,"40.855,40.863,-73.8,-73.789",48.1
904,40.855,40.863,40.858999999999995,-73.811,-73.8,-73.8055,"40.855,40.863,-73.811,-73.8",6.0
905,40.855,40.863,40.858999999999995,-73.823,-73.811,-73.81700000000001,"40.855,40.863,-73.823,-73.811",81.80000000000001
906,40.855,40.863,40.858999999999995,-73.834,-73.823,-73.82849999999999,"40.855,40.863,-73.834,-73.823",496.00000000000034
907,40.855,40.863,40.858999999999995,-73.845,-73.834,-73.8395,"40.855,40.863,-73.845,-73.834",1033.300000000001
908,40.855,40.863,40.858999999999995,-73.856,-73.845,-73.8505,"40.855,40.863,-73.856,-73.845",1313.8
909,40.855,40.863,40.858999999999995,-73.867,-73.856,-73.8615,"40.855,40.863,-73.867,-73.856",2858.2999999999897
910,40.855,40.863,40.858999999999995,-73.878,-73.867,-73.8725,"40.855,40.863,-73.878,-73.867",1634.2999999999977
911,40.855,40.863,40.858999999999995,-73.889,-73.878,-73.8835,"40.855,40.863,-73.889,-73.878",3154.999999999992
912,40.855,40.863,40.858999999999995,-73.9,-73.889,-73.8945,"40.855,40.863,-73.9,-73.889",14569.600000000177
913,40.855,40.863,40.858999999999995,-73.911,-73.9,-73.9055,"40.855,40.863,-73.911,-73.9",12111.800000000158
914,40.855,40.863,40.858999999999995,-73.922,-73.911,-73.9165,"40.855,40.863,-73.922,-73.911",2224.1999999999966
915,40.855,40.863,40.858999999999995,-73.933,-73.922,-73.92750000000001,"40.855,40.863,-73.933,-73.922",6008.600000000023
916,40.855,40.863,40.858999999999995,-73.945,-73.933,-73.939,"40.855,40.863,-73.945,-73.933",677.4000000000004
917,40.863,40.871,40.867000000000004,-73.8,-73.789,-73.7945,"40.863,40.871,-73.8,-73.789",1.0
918,40.863,40.871,40.867000000000004,-73.811,-73.8,-73.8055,"40.863,40.871,-73.811,-73.8",162.5
919,40.863,40.871,40.867000000000004,-73.823,-73.811,-73.81700000000001,"40.863,40.871,-73.823,-73.811",1855.299999999997
920,40.863,40.871,40.867000000000004,-73.834,-73.823,-73.82849999999999,"40.863,40.871,-73.834,-73.823",1839.099999999997
921,40.863,40.871,40.867000000000004,-73.845,-73.834,-73.8395,"40.863,40.871,-73.845,-73.834",1678.699999999998
922,40.863,40.871,40.867000000000004,-73.856,-73.845,-73.8505,"40.863,40.871,-73.856,-73.845",2144.6999999999944
923,40.863,40.871,40.867000000000004,-73.867,-73.856,-73.8615,"40.863,40.871,-73.867,-73.856",3633.999999999985
924,40.863,40.871,40.867000000000004,-73.878,-73.867,-73.8725,"40.863,40.871,-73.878,-73.867",2996.8999999999887
925,40.863,40.871,40.867000000000004,-73.889,-73.878,-73.8835,"40.863,40.871,-73.889,-73.878",4371.4999999999945
926,40.863,40.871,40.867000000000004,-73.9,-73.889,-73.8945,"40.863,40.871,-73.9,-73.889",12351.100000000124
927,40.863,40.871,40.867000000000004,-73.911,-73.9,-73.9055,"40.863,40.871,-73.911,-73.9",4556.099999999991
928,40.863,40.871,40.867000000000004,-73.922,-73.911,-73.9165,"40.863,40.871,-73.922,-73.911",4678.499999999997
929,40.863,40.871,40.867000000000004,-73.933,-73.922,-73.92750000000001,"40.863,40.871,-73.933,-73.922",3577.1999999999857
930,40.871,40.88,40.8755,-73.834,-73.823,-73.82849999999999,"40.871,40.88,-73.834,-73.823",1709.1999999999962
931,40.871,40.88,40.8755,-73.845,-73.834,-73.8395,"40.871,40.88,-73.845,-73.834",1918.4999999999955
932,40.871,40.88,40.8755,-73.856,-73.845,-73.8505,"40.871,40.88,-73.856,-73.845",3146.799999999991
933,40.871,40.88,40.8755,-73.867,-73.856,-73.8615,"40.871,40.88,-73.867,-73.856",3912.499999999981
934,40.871,40.88,40.8755,-73.878,-73.867,-73.8725,"40.871,40.88,-73.878,-73.867",4720.000000000001
935,40.871,40.88,40.8755,-73.889,-73.878,-73.8835,"40.871,40.88,-73.889,-73.878",5750.600000000025
936,40.871,40.88,40.8755,-73.9,-73.889,-73.8945,"40.871,40.88,-73.9,-73.889",1314.6000000000004
937,40.871,40.88,40.8755,-73.911,-73.9,-73.9055,"40.871,40.88,-73.911,-73.9",6728.200000000037
938,40.871,40.88,40.8755,-73.922,-73.911,-73.9165,"40.871,40.88,-73.922,-73.911",1177.2999999999997
939,40.871,40.88,40.8755,-73.933,-73.922,-73.92750000000001,"40.871,40.88,-73.933,-73.922",2.0
940,40.88,40.888,40.884,-73.8,-73.789,-73.7945,"40.88,40.888,-73.8,-73.789",16.0
941,40.88,40.888,40.884,-73.823,-73.811,-73.81700000000001,"40.88,40.888,-73.823,-73.811",74.19999999999999
942,40.88,40.888,40.884,-73.834,-73.823,-73.82849999999999,"40.88,40.888,-73.834,-73.823",2152.5999999999945
943,40.88,40.888,40.884,-73.845,-73.834,-73.8395,"40.88,40.888,-73.845,-73.834",1411.4999999999995
944,40.88,40.888,40.884,-73.856,-73.845,-73.8505,"40.88,40.888,-73.856,-73.845",4006.799999999978
945,40.88,40.888,40.884,-73.867,-73.856,-73.8615,"40.88,40.888,-73.867,-73.856",5516.600000000011
946,40.88,40.888,40.884,-73.878,-73.867,-73.8725,"40.88,40.888,-73.878,-73.867",1040.6000000000008
947,40.88,40.888,40.884,-73.889,-73.878,-73.8835,"40.88,40.888,-73.889,-73.878",4266.499999999987
948,40.88,40.888,40.884,-73.9,-73.889,-73.8945,"40.88,40.888,-73.9,-73.889",1801.799999999998
949,40.88,40.888,40.884,-73.911,-73.9,-73.9055,"40.88,40.888,-73.911,-73.9",3830.699999999986
950,40.88,40.888,40.884,-73.922,-73.911,-73.9165,"40.88,40.888,-73.922,-73.911",1036.8000000000009
951,40.888,40.896,40.891999999999996,-73.823,-73.811,-73.81700000000001,"40.888,40.896,-73.823,-73.811",39.7
952,40.888,40.896,40.891999999999996,-73.834,-73.823,-73.82849999999999,"40.888,40.896,-73.834,-73.823",368.3
953,40.888,40.896,40.891999999999996,-73.845,-73.834,-73.8395,"40.888,40.896,-73.845,-73.834",1421.0999999999995
954,40.888,40.896,40.891999999999996,-73.856,-73.845,-73.8505,"40.888,40.896,-73.856,-73.845",2028.6999999999944
955,40.888,40.896,40.891999999999996,-73.867,-73.856,-73.8615,"40.888,40.896,-73.867,-73.856",4199.0999999999885
956,40.888,40.896,40.891999999999996,-73.878,-73.867,-73.8725,"40.888,40.896,-73.878,-73.867",37.1
957,40.888,40.896,40.891999999999996,-73.889,-73.878,-73.8835,"40.888,40.896,-73.889,-73.878",198.2
958,40.888,40.896,40.891999999999996,-73.9,-73.889,-73.8945,"40.888,40.896,-73.9,-73.889",712.6000000000006
959,40.888,40.896,40.891999999999996,-73.911,-73.9,-73.9055,"40.888,40.896,-73.911,-73.9",641.0000000000003
960,40.888,40.896,40.891999999999996,-73.922,-73.911,-73.9165,"40.888,40.896,-73.922,-73.911",345.8000000000002
961,40.896,40.904,40.900000000000006,-73.845,-73.834,-73.8395,"40.896,40.904,-73.845,-73.834",614.9000000000004
962,40.896,40.904,40.900000000000006,-73.856,-73.845,-73.8505,"40.896,40.904,-73.856,-73.845",3166.6999999999925
963,40.896,40.904,40.900000000000006,-73.867,-73.856,-73.8615,"40.896,40.904,-73.867,-73.856",1212.5
964,40.896,40.904,40.900000000000006,-73.878,-73.867,-73.8725,"40.896,40.904,-73.878,-73.867",670.3000000000005
965,40.896,40.904,40.900000000000006,-73.889,-73.878,-73.8835,"40.896,40.904,-73.889,-73.878",14.0
966,40.896,40.904,40.900000000000006,-73.9,-73.889,-73.8945,"40.896,40.904,-73.9,-73.889",406.20000000000005
967,40.896,40.904,40.900000000000006,-73.911,-73.9,-73.9055,"40.896,40.904,-73.911,-73.9",379.40000000000003
968,40.896,40.904,40.900000000000006,-73.922,-73.911,-73.9165,"40.896,40.904,-73.922,-73.911",19.1
969,40.904,40.913,40.908500000000004,-73.856,-73.845,-73.8505,"40.904,40.913,-73.856,-73.845",1020.3000000000005
970,40.904,40.913,40.908500000000004,-73.889,-73.878,-73.8835,"40.904,40.913,-73.889,-73.878",1.0
971,40.904,40.913,40.908500000000004,-73.9,-73.889,-73.8945,"40.904,40.913,-73.9,-73.889",652.2000000000004
972,40.904,40.913,40.908500000000004,-73.911,-73.9,-73.9055,"40.904,40.913,-73.911,-73.9",730.4000000000007
